itemsName,itemsQuantity,itemsPrice,storeLocation,customerGender,customerAge,customerEmail,customerSatisfaction,saleDate,purchaseMethod,couponUsed
backpack,1,153.84,Denver,M,48,huani@ritucazi.af,2,2016-08-25T02:08:43.797Z,In store,False
notepad,4,34.27,Denver,M,48,huani@ritucazi.af,2,2016-08-25T02:08:43.797Z,In store,False
binder,6,26.19,Denver,M,48,huani@ritucazi.af,2,2016-08-25T02:08:43.797Z,In store,False
envelopes,6,11.2,Denver,M,48,huani@ritucazi.af,2,2016-08-25T02:08:43.797Z,In store,False
notepad,5,12.37,Denver,M,48,huani@ritucazi.af,2,2016-08-25T02:08:43.797Z,In store,False
printer paper,6,16.5,Denver,M,50,icujoseh@vajon.gf,5,2013-04-26T08:22:04.973Z,In store,False
notepad,1,31.0,Denver,M,50,icujoseh@vajon.gf,5,2013-04-26T08:22:04.973Z,In store,False
pens,1,46.7,Denver,M,50,icujoseh@vajon.gf,5,2013-04-26T08:22:04.973Z,In store,False
envelopes,1,15.32,Denver,M,50,icujoseh@vajon.gf,5,2013-04-26T08:22:04.973Z,In store,False
pens,2,36.09,Denver,M,50,icujoseh@vajon.gf,5,2013-04-26T08:22:04.973Z,In store,False
pens,4,46.96,San Diego,F,49,welub@adise.tl,4,2014-02-22T18:29:39.958Z,In store,False
backpack,2,129.12,San Diego,F,49,welub@adise.tl,4,2014-02-22T18:29:39.958Z,In store,False
envelopes,2,11.02,San Diego,F,49,welub@adise.tl,4,2014-02-22T18:29:39.958Z,In store,False
envelopes,6,18.0,London,F,46,jezga@novirom.tr,5,2013-03-12T09:34:55.659Z,In store,True
envelopes,7,11.0,London,F,46,jezga@novirom.tr,5,2013-03-12T09:34:55.659Z,In store,True
notepad,1,11.23,London,F,46,jezga@novirom.tr,5,2013-03-12T09:34:55.659Z,In store,True
laptop,3,903.7,London,F,65,fobhupusi@atcodim.ye,3,2014-05-29T13:32:20.539Z,In store,False
envelopes,6,22.77,London,F,65,fobhupusi@atcodim.ye,3,2014-05-29T13:32:20.539Z,In store,False
notepad,3,28.72,London,F,65,fobhupusi@atcodim.ye,3,2014-05-29T13:32:20.539Z,In store,False
printer paper,4,32.38,London,M,66,rewluclil@zufi.ca,4,2015-02-15T17:41:53.206Z,Online,False
laptop,3,1282.77,London,M,66,rewluclil@zufi.ca,4,2015-02-15T17:41:53.206Z,Online,False
envelopes,5,21.39,London,M,66,rewluclil@zufi.ca,4,2015-02-15T17:41:53.206Z,Online,False
notepad,2,17.9,London,M,66,rewluclil@zufi.ca,4,2015-02-15T17:41:53.206Z,Online,False
backpack,1,180.33,London,M,66,rewluclil@zufi.ca,4,2015-02-15T17:41:53.206Z,Online,False
binder,4,26.87,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
envelopes,10,21.12,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
notepad,3,13.7,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
backpack,5,106.16,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
binder,5,22.03,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
pens,1,32.67,Austin,M,25,lob@enitero.qa,1,2015-01-31T10:38:13.836Z,In store,True
pens,1,26.38,Denver,F,40,re@inobu.dm,4,2013-11-13T21:52:50.801Z,In store,False
pens,4,50.75,Denver,F,40,re@inobu.dm,4,2013-11-13T21:52:50.801Z,In store,False
envelopes,10,12.92,Denver,F,40,re@inobu.dm,4,2013-11-13T21:52:50.801Z,In store,False
notepad,3,24.74,Denver,F,40,re@inobu.dm,4,2013-11-13T21:52:50.801Z,In store,False
envelopes,8,13.05,Denver,F,40,re@inobu.dm,4,2013-11-13T21:52:50.801Z,In store,False
notepad,3,16.85,Denver,M,71,zepud@gatimmuc.mm,2,2017-04-17T17:01:33.451Z,Phone,False
backpack,5,176.37,London,F,56,galvuhamo@popudhuv.td,5,2017-06-22T21:53:26.728Z,Phone,False
printer paper,8,30.27,London,F,56,galvuhamo@popudhuv.td,5,2017-06-22T21:53:26.728Z,Phone,False
laptop,3,696.85,London,F,56,galvuhamo@popudhuv.td,5,2017-06-22T21:53:26.728Z,Phone,False
pens,3,60.34,Seattle,F,74,ufvig@tapot.sm,5,2013-07-15T08:29:12.086Z,In store,False
printer paper,9,10.22,Seattle,F,74,ufvig@tapot.sm,5,2013-07-15T08:29:12.086Z,In store,False
notepad,1,38.79,Seattle,F,74,ufvig@tapot.sm,5,2013-07-15T08:29:12.086Z,In store,False
pens,2,73.95,Seattle,F,74,ufvig@tapot.sm,5,2013-07-15T08:29:12.086Z,In store,False
envelopes,3,20.37,Seattle,F,74,ufvig@tapot.sm,5,2013-07-15T08:29:12.086Z,In store,False
notepad,1,14.29,San Diego,F,44,ka@cidizpen.jm,3,2013-05-21T08:47:29.877Z,Phone,False
pens,5,75.35,London,F,48,humofcu@zulot.ca,4,2016-04-29T22:50:50.967Z,Phone,False
backpack,3,118.34,London,F,48,humofcu@zulot.ca,4,2016-04-29T22:50:50.967Z,Phone,False
printer paper,8,42.72,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
notepad,1,35.93,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
pens,2,48.98,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
notepad,3,11.0,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
pens,1,8.72,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
notepad,2,15.18,Denver,M,43,romos@uddic.ml,5,2013-04-19T01:37:42.532Z,In store,False
binder,5,11.32,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
envelopes,3,18.42,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
notepad,5,30.13,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
printer paper,2,14.53,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
notepad,5,17.14,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
envelopes,4,11.03,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
binder,10,29.9,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
pens,1,20.54,Denver,M,54,edilurow@movoz.kn,5,2013-04-02T12:01:04.452Z,Phone,False
laptop,1,709.07,London,F,54,rulu@vaju.la,2,2013-11-08T15:01:32.331Z,In store,False
printer paper,1,47.88,London,F,54,rulu@vaju.la,2,2013-11-08T15:01:32.331Z,In store,False
notepad,3,33.61,London,F,54,rulu@vaju.la,2,2013-11-08T15:01:32.331Z,In store,False
envelopes,7,20.75,London,F,67,kof@uszi.cx,5,2016-06-28T03:34:00.813Z,In store,False
printer paper,1,12.51,London,F,67,kof@uszi.cx,5,2016-06-28T03:34:00.813Z,In store,False
notepad,4,23.57,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
notepad,2,36.84,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
envelopes,1,24.87,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
pens,4,23.52,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
notepad,5,39.88,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
binder,10,25.86,Austin,M,39,usuzola@depove.km,5,2016-10-13T07:28:24.282Z,Phone,False
binder,10,27.42,Seattle,F,31,ramubdo@lovlozjuh.bw,5,2015-08-16T16:03:40.306Z,Online,False
envelopes,1,5.06,Seattle,F,31,ramubdo@lovlozjuh.bw,5,2015-08-16T16:03:40.306Z,Online,False
printer paper,1,20.2,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
binder,4,26.68,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
pens,5,37.27,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
notepad,3,26.77,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
notepad,2,32.23,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
notepad,3,17.85,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
pens,2,72.24,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
envelopes,2,14.2,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
backpack,5,170.72,London,M,44,movodfa@tuddat.ng,4,2015-10-20T16:40:43.714Z,In store,False
backpack,2,163.51,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
pens,1,75.0,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
notepad,3,14.96,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
printer paper,6,42.21,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
envelopes,4,10.33,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
envelopes,7,20.84,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
pens,3,73.25,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
binder,9,25.6,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
notepad,2,24.55,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
laptop,4,1094.18,London,M,46,an@tiv.cx,3,2016-05-19T21:23:31.792Z,In store,False
pens,3,9.82,Denver,F,71,semevahe@ja.gd,4,2013-07-31T04:18:22.544Z,In store,False
binder,9,27.63,Denver,F,71,semevahe@ja.gd,4,2013-07-31T04:18:22.544Z,In store,False
envelopes,10,19.29,Denver,F,71,semevahe@ja.gd,4,2013-07-31T04:18:22.544Z,In store,False
backpack,2,173.11,Austin,M,35,wofihiki@zupov.pm,5,2017-06-30T05:14:53.049Z,In store,False
printer paper,3,40.19,Austin,M,35,wofihiki@zupov.pm,5,2017-06-30T05:14:53.049Z,In store,False
notepad,4,11.05,Austin,M,35,wofihiki@zupov.pm,5,2017-06-30T05:14:53.049Z,In store,False
envelopes,4,15.9,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
backpack,3,92.72,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
pens,5,50.19,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
notepad,4,35.05,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
printer paper,2,10.06,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
laptop,1,1125.67,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
notepad,1,23.33,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
binder,4,22.41,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
pens,5,61.91,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
envelopes,8,10.79,Denver,M,50,gid@hohfu.hu,3,2014-12-17T15:42:59.111Z,Online,False
backpack,5,106.7,London,M,61,marbipac@wicafa.io,5,2014-12-09T18:26:43.468Z,Phone,False
notepad,3,11.82,London,M,61,marbipac@wicafa.io,5,2014-12-09T18:26:43.468Z,Phone,False
printer paper,6,41.27,London,M,61,marbipac@wicafa.io,5,2014-12-09T18:26:43.468Z,Phone,False
backpack,3,132.21,New York,M,34,bubbecgu@odidecned.tf,3,2017-09-02T15:42:22.167Z,Phone,False
binder,7,25.87,New York,M,34,bubbecgu@odidecned.tf,3,2017-09-02T15:42:22.167Z,Phone,False
pens,5,74.79,New York,M,34,bubbecgu@odidecned.tf,3,2017-09-02T15:42:22.167Z,Phone,False
pens,4,54.44,New York,M,34,bubbecgu@odidecned.tf,3,2017-09-02T15:42:22.167Z,Phone,False
envelopes,3,8.16,New York,M,34,bubbecgu@odidecned.tf,3,2017-09-02T15:42:22.167Z,Phone,False
notepad,3,17.69,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
notepad,4,13.82,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
binder,2,25.54,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
pens,5,39.61,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
envelopes,1,15.46,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
envelopes,10,18.45,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
notepad,1,16.6,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
binder,6,22.12,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
pens,5,62.78,Seattle,M,40,piuciviz@had.cu,5,2017-07-09T16:15:51.374Z,In store,False
printer paper,3,12.04,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
backpack,4,140.41,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
notepad,3,34.41,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
notepad,4,26.28,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
envelopes,5,11.95,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
pens,1,55.82,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
envelopes,3,14.25,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
pens,5,50.21,London,F,26,uchocga@jucuv.mh,4,2013-02-13T14:07:15.955Z,In store,False
pens,5,30.59,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
envelopes,10,19.43,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
backpack,2,120.81,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
notepad,5,22.38,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
laptop,3,1340.76,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
pens,2,42.57,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
binder,10,28.59,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
notepad,3,18.75,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
notepad,2,10.87,London,M,40,uzlo@helem.na,3,2015-12-07T05:53:41.259Z,In store,False
pens,1,67.82,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
binder,9,18.52,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
pens,4,39.97,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
notepad,5,35.7,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
envelopes,1,20.18,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
notepad,2,12.35,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
laptop,1,513.45,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
binder,9,29.96,Denver,F,72,mepzege@egwuuvo.py,5,2015-10-04T13:29:39.959Z,In store,False
notepad,5,16.12,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
notepad,1,22.9,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
envelopes,2,19.62,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
binder,6,18.94,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
binder,10,25.2,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
pens,3,31.37,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
printer paper,2,37.45,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
backpack,4,69.4,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
pens,5,64.63,Seattle,M,51,siva@zitawca.la,5,2013-04-26T10:43:13.402Z,In store,False
pens,3,63.89,London,M,47,gijudow@turuwim.do,4,2016-09-26T12:47:34.933Z,Online,False
binder,7,12.05,London,M,47,gijudow@turuwim.do,4,2016-09-26T12:47:34.933Z,Online,False
notepad,3,22.24,Austin,F,39,muru@unalatpo.qa,5,2017-06-09T19:59:38.156Z,Phone,True
envelopes,10,22.82,Austin,F,39,muru@unalatpo.qa,5,2017-06-09T19:59:38.156Z,Phone,True
backpack,2,87.08,Austin,F,39,muru@unalatpo.qa,5,2017-06-09T19:59:38.156Z,Phone,True
printer paper,6,12.31,Austin,F,39,muru@unalatpo.qa,5,2017-06-09T19:59:38.156Z,Phone,True
notepad,3,38.86,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
printer paper,9,16.08,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
pens,1,33.88,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
envelopes,10,18.39,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
binder,6,15.61,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
pens,5,76.63,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
binder,6,20.78,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
envelopes,6,19.25,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
laptop,5,1408.92,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
notepad,1,8.87,Denver,F,41,gut@pi.gov,5,2014-01-12T11:13:05.252Z,Online,False
pens,3,42.02,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
laptop,2,1462.61,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
notepad,1,35.98,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
envelopes,7,20.9,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
notepad,1,29.19,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
printer paper,9,41.91,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
binder,10,17.17,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
backpack,4,190.08,New York,F,48,id@pahu.rs,3,2014-12-17T12:56:41.403Z,In store,False
envelopes,7,6.73,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
notepad,1,9.83,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
binder,9,28.49,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
notepad,2,24.63,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
laptop,2,1285.88,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
binder,7,20.74,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
notepad,3,15.68,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
pens,3,48.9,Denver,M,51,uzavo@ilulewo.ba,1,2013-10-16T07:00:01.276Z,In store,False
notepad,4,7.44,London,F,48,wir@osibova.aq,2,2016-09-30T05:04:16.846Z,In store,True
pens,5,33.36,London,F,48,wir@osibova.aq,2,2016-09-30T05:04:16.846Z,In store,True
envelopes,10,12.85,London,F,48,wir@osibova.aq,2,2016-09-30T05:04:16.846Z,In store,True
backpack,4,143.51,London,F,48,wir@osibova.aq,2,2016-09-30T05:04:16.846Z,In store,True
notepad,3,25.05,London,F,48,wir@osibova.aq,2,2016-09-30T05:04:16.846Z,In store,True
printer paper,5,25.37,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
backpack,4,83.66,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
pens,2,31.67,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
laptop,1,678.55,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
envelopes,8,19.05,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
notepad,5,15.21,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
binder,4,13.11,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
pens,2,79.76,Denver,M,19,maz@bi.vg,3,2016-01-30T12:07:54.144Z,In store,False
notepad,4,8.23,New York,F,42,jecosab@copfatma.af,3,2015-03-06T19:13:35.155Z,Phone,False
pens,4,11.64,New York,F,42,jecosab@copfatma.af,3,2015-03-06T19:13:35.155Z,Phone,False
notepad,3,11.7,New York,F,42,jecosab@copfatma.af,3,2015-03-06T19:13:35.155Z,Phone,False
binder,3,27.57,New York,F,42,jecosab@copfatma.af,3,2015-03-06T19:13:35.155Z,Phone,False
envelopes,8,10.66,New York,F,42,jecosab@copfatma.af,3,2015-03-06T19:13:35.155Z,Phone,False
binder,9,22.65,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
pens,5,54.77,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
envelopes,5,14.63,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
notepad,4,7.01,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
backpack,2,150.58,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
notepad,3,18.6,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
pens,5,76.95,Denver,M,49,el@kadi.py,4,2016-07-31T06:37:33.326Z,Phone,False
printer paper,9,21.07,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
notepad,1,10.59,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
laptop,2,1069.26,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
notepad,5,33.47,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
envelopes,5,8.58,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
binder,4,15.35,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
backpack,5,160.54,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
pens,3,39.74,Seattle,M,54,ba@jemce.us,5,2016-11-02T14:20:05.542Z,Online,True
envelopes,6,22.62,New York,M,34,iz@covikse.com,5,2017-04-04T03:50:36.177Z,Online,False
laptop,2,1307.22,New York,M,34,iz@covikse.com,5,2017-04-04T03:50:36.177Z,Online,False
binder,2,20.4,New York,M,34,iz@covikse.com,5,2017-04-04T03:50:36.177Z,Online,False
binder,5,10.86,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
pens,4,71.86,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
notepad,2,19.54,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
notepad,2,21.79,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
envelopes,6,19.81,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
notepad,1,30.16,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
envelopes,7,18.72,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
pens,4,13.91,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
laptop,1,1442.88,Denver,M,70,nebdekse@buwawge.sh,5,2014-03-02T06:45:13.255Z,In store,False
notepad,1,17.13,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
notepad,3,21.12,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
notepad,3,15.09,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
backpack,4,128.9,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
laptop,3,973.89,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
pens,2,35.38,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
binder,10,11.75,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
envelopes,3,10.24,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
binder,6,21.89,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
printer paper,2,36.91,Denver,F,43,tuh@edzean.ye,5,2014-10-02T01:34:33.763Z,In store,True
notepad,1,8.72,Austin,F,43,gerwore@aj.py,4,2013-09-12T13:06:41.308Z,In store,False
printer paper,5,13.37,Austin,F,43,gerwore@aj.py,4,2013-09-12T13:06:41.308Z,In store,False
binder,1,19.45,Austin,F,43,gerwore@aj.py,4,2013-09-12T13:06:41.308Z,In store,False
envelopes,2,24.31,Austin,F,43,gerwore@aj.py,4,2013-09-12T13:06:41.308Z,In store,False
laptop,3,1554.35,Denver,M,58,uwokow@cu.za,3,2016-06-02T07:06:50.532Z,Online,False
backpack,2,143.31,Denver,M,58,uwokow@cu.za,3,2016-06-02T07:06:50.532Z,Online,False
binder,5,24.25,Denver,M,58,uwokow@cu.za,3,2016-06-02T07:06:50.532Z,Online,False
notepad,3,33.54,Denver,M,58,uwokow@cu.za,3,2016-06-02T07:06:50.532Z,Online,False
notepad,1,29.61,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
notepad,5,28.11,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
binder,8,22.12,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
pens,3,56.61,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
envelopes,1,20.53,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
backpack,2,79.6,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
pens,5,68.28,Seattle,F,22,poscirhuf@ip.bm,4,2016-05-09T13:27:18.043Z,In store,False
envelopes,6,23.82,London,M,62,gadpusu@jopegwo.cm,5,2016-12-19T11:40:14.132Z,Phone,False
